Dia;Estación;Hora;Temperatura (°C);Humedad (%);Presión (hPa);Dir viento (°N);Dir viento;Velocidad de viento (m/s);CO (mg/m3);NO (ug/m3);NO2 (ug/m3);NOX (ug/m3);O3 (ug/m3);PM10 (ug/m3)
30/04/22;Otoño;03:00 a. m.;7,6;56;930,18;990;#N/D;1,67;1,02;68,32;50,05;154,81;28,73;53,5
30/04/22;Otoño;04:00 a. m.;6,8;56;929,45;230;WSW;1,94;0,86;58,78;46,18;136,3;28,31;29,5
30/04/22;Otoño;05:00 a. m.;6,6;61;929,17;180;S;1,67;0,72;52,12;44,74;124,66;28,07;24,5
30/04/22;Otoño;06:00 a. m.;6,2;64;929,17;990;#N/D;1,11;0,67;51,55;44,44;123,48;27,26;19,5
30/04/22;Otoño;07:00 a. m.;5,6;65;929,63;320;NNW;1,11;0,77;64,05;45,81;144,01;26,82;33
30/04/22;Otoño;08:00 a. m.;3,4;78;930,91;160;SSE;1,11;0,87;66,53;47,15;149,16;25,93;27,5
30/04/22;Otoño;09:00 a. m.;5,5;68;931,18;0;N;0;0,68;73,88;48,92;162,2;26,33;43,5
30/04/22;Otoño;10:00 a. m.;11,7;44;931,18;0;N;0;0,75;63,99;51,64;149,76;29,9;32
30/04/22;Otoño;11:00 a. m.;14,8;36;931;140;SSE;2,5;0,78;52,3;52,01;132,21;30,49;42,5
30/04/22;Otoño;12:00 p. m.;17,1;32;930,36;140;SSE;3,06;0,7;45,81;52,1;122,35;30,21;36,5
30/04/22;Otoño;01:00 p. m.;18,3;32;929,54;140;SSE;2,5;0,77;49,39;51,09;126,82;35,24;34,5
30/04/22;Otoño;02:00 p. m.;19,3;30;928,62;50;ENE;1,94;0,78;53,37;52,68;134,52;39,4;34
30/04/22;Otoño;03:00 p. m.;20,7;29;927,53;90;E;2,5;0,85;48,78;55,29;130,08;39,63;41
30/04/22;Otoño;04:00 p. m.;20,8;28;927,16;140;SSE;1,94;0,78;46,77;53,99;125,7;40,52;38,5
30/04/22;Otoño;05:00 p. m.;20,6;30;926,98;90;E;2,5;0,72;45,35;53,85;123,39;41,94;38,5
30/04/22;Otoño;06:00 p. m.;19,8;34;927,25;90;E;3,06;0,94;50,18;56,88;133,83;43,91;49
30/04/22;Otoño;07:00 p. m.;17,7;49;927,89;0;N;0;1,17;82,95;67,08;194,27;43,34;60
30/04/22;Otoño;08:00 p. m.;15,8;54;929,08;0;N;0;2,11;160,8;68,37;314,92;39,65;128
30/04/22;Otoño;09:00 p. m.;15;50;929,72;270;W;1,67;2,38;179,11;68,3;342,94;36,97;123,5
30/04/22;Otoño;10:00 p. m.;11,5;66;929,54;0;N;0;2,37;160,21;65,39;311,03;35,37;118,5
30/04/22;Otoño;11:00 p. m.;11,3;63;929,45;230;WSW;1,67;2,25;144,42;63,36;284,8;33,27;120,5
01/05/22;Otoño;12:00 a. m.;10,8;66;929,54;230;WSW;1,94;1,88;115,92;59,74;237,49;32,61;72,5
01/05/22;Otoño;01:00 a. m.;11,7;53;928,99;230;WSW;1,94;1,75;106,22;57,74;220,62;32,63;76
01/05/22;Otoño;02:00 a. m.;11,3;54;928,72;0;N;0;1,39;90,41;55,77;194,4;31,43;54
01/05/22;Otoño;03:00 a. m.;10,8;55;928,53;230;WSW;1,67;1,09;75,4;53,16;168,77;30,38;36
01/05/22;Otoño;04:00 a. m.;10;55;928,53;0;N;0;0,95;64,11;49,93;148,23;30,05;24,5
01/05/22;Otoño;05:00 a. m.;9,5;55;928,62;0;N;0;0,82;58,2;47,94;137,19;29,42;18
01/05/22;Otoño;06:00 a. m.;8,5;65;929,08;0;N;0;0,84;56,16;46,9;133,01;28,6;18,5
01/05/22;Otoño;07:00 a. m.;9,3;63;929,72;230;WSW;2,5;0,84;61,84;48,57;143,38;27,7;26
01/05/22;Otoño;08:00 a. m.;9,5;63;930,45;230;WSW;1,94;0,81;65,82;49,7;150,62;27,26;29,5
01/05/22;Otoño;09:00 a. m.;9,8;63;930,91;200;SSW;1,67;0,89;69,19;49,33;155,42;27,68;27
01/05/22;Otoño;10:00 a. m.;13,6;50;931,09;180;S;1,67;0,84;66,41;49,04;150,87;30,3;12,5
01/05/22;Otoño;11:00 a. m.;15,4;40;930,63;140;SSE;3,61;0,7;50,99;50,41;128,6;29,94;22
01/05/22;Otoño;12:00 p. m.;16,6;34;930,18;110;ESE;3,06;0,72;41;47,17;110,04;32,87;26,5
01/05/22;Otoño;01:00 p. m.;18,2;28;929,17;90;E;2,5;0,76;32,32;47,23;96,79;59,91;18,5
01/05/22;Otoño;02:00 p. m.;18,6;29;928,44;90;E;2,5;0,67;40,98;50,87;113,7;61,63;28
01/05/22;Otoño;03:00 p. m.;19,6;29;927,25;50;ENE;3,06;0,78;43,69;52,73;119,72;56,72;35
01/05/22;Otoño;04:00 p. m.;20;30;926,52;50;ENE;2,5;0,8;41,83;49,96;114,11;51,58;26
01/05/22;Otoño;05:00 p. m.;19,8;33;926,52;90;E;2,5;0,69;42,14;48,07;112,69;52,19;30,5
01/05/22;Otoño;06:00 p. m.;19,4;30;926,7;50;ENE;2,5;0,73;50,84;49,29;127,24;53;29,5
01/05/22;Otoño;07:00 p. m.;18;37;927,34;90;E;1,67;0,91;67,99;55,98;160,22;51,32;33
01/05/22;Otoño;08:00 p. m.;14,8;52;928,44;160;SSE;1,11;1,52;125,73;59,33;252,12;46,04;73,5
01/05/22;Otoño;09:00 p. m.;14,2;53;929,26;230;WSW;1,94;1,54;130,08;58,19;257,66;42,89;73
01/05/22;Otoño;10:00 p. m.;14;53;929,54;230;WSW;1,67;1,33;104,68;54,67;215,18;41,36;45,5
01/05/22;Otoño;11:00 p. m.;13,4;54;929,81;230;WSW;1,94;1,21;94,88;54,11;199,6;41,21;45
02/05/22;Otoño;12:00 a. m.;13,8;48;929,54;230;WSW;1,67;1,19;93,26;52,28;195,28;39,28;36
02/05/22;Otoño;01:00 a. m.;13,6;46;929,54;230;WSW;1,94;1,03;89,53;50,27;187,56;37,29;33
02/05/22;Otoño;02:00 a. m.;13;47;929,63;230;WSW;1,94;0,98;78,2;47,35;167,27;35,74;18
02/05/22;Otoño;03:00 a. m.;12,2;50;929,36;230;WSW;1,67;0,75;68,23;44,38;149,01;34,56;15
02/05/22;Otoño;04:00 a. m.;11,4;48;929,26;230;WSW;1,67;0,67;61,49;41,51;135,79;34,35;8
02/05/22;Otoño;05:00 a. m.;10,8;51;929,17;230;WSW;1,11;0,68;57,96;40,21;129,09;34,43;14
02/05/22;Otoño;06:00 a. m.;10,6;49;929,63;230;WSW;1,94;0,71;61,74;41,67;136,34;34,17;23
02/05/22;Otoño;07:00 a. m.;10,2;48;930,18;230;WSW;1,67;0,92;74,47;45,25;159,43;33,82;77,5
02/05/22;Otoño;08:00 a. m.;9;62;931,18;230;WSW;1,11;1,44;108,2;49,98;215,89;33,5;68
02/05/22;Otoño;09:00 a. m.;9,6;54;932,28;180;S;1,67;1,58;127,68;52,47;248,24;34,67;67,5
02/05/22;Otoño;10:00 a. m.;13,6;44;932,65;180;S;1,67;1,46;123,05;53,09;241,76;37,5;54
02/05/22;Otoño;11:00 a. m.;17;40;932,46;180;S;1,67;1,26;98,57;54,7;205,84;41,26;45,5
02/05/22;Otoño;12:00 p. m.;18,2;34;932,46;140;SSE;1,94;0,96;80,05;52,5;175,25;41,21;27
02/05/22;Otoño;01:00 p. m.;19,4;29;932,46;180;S;3,06;0,87;59,86;52,52;144,31;39,55;24
02/05/22;Otoño;02:00 p. m.;20;26;931,82;90;E;3,06;0,93;58,82;53,38;143,56;37,85;27,5
02/05/22;Otoño;03:00 p. m.;20,4;27;931,37;140;SSE;4,17;0,89;36,67;47,55;103,79;35,7;25
06/07/22;Invierno;10:00 a. m.;3,8;62;917,93;360;N;2,5;3,06;76,95;68,35;186,35;41,36;8,5
06/07/22;Invierno;11:00 a. m.;8,9;43;917,11;50;ENE;3,06;2,62;60,25;73,58;165,96;55;71,5
06/07/22;Invierno;12:00 p. m.;24;6;914,46;360;N;10,28;1,94;28,75;52,32;96,4;59,08;160,5
06/07/22;Invierno;01:00 p. m.;25,1;12;914,18;320;NNW;7,78;1,57;19,24;45,97;75,47;91,88;66
06/07/22;Invierno;02:00 p. m.;24,8;8;913,91;320;NNW;9,17;1,48;21,18;44,22;76,7;115,42;78
06/07/22;Invierno;03:00 p. m.;24,4;10;913,27;320;NNW;9,72;1,31;17,2;42,83;69,2;102,19;94
06/07/22;Invierno;04:00 p. m.;24,3;9;913,18;320;NNW;9,72;1,24;20,2;43,47;74,43;103,35;48
06/07/22;Invierno;05:00 p. m.;24;9;914,73;320;NNW;7,78;1,23;15,43;41,01;64,68;93;75,5
06/07/22;Invierno;06:00 p. m.;22,3;8;916,38;320;NNW;8,33;1,29;28,76;50,21;94,31;115,58;69
06/07/22;Invierno;07:00 p. m.;20,3;9;917,02;320;NNW;4,72;1,68;83,94;55,95;184,65;132,11;64
06/07/22;Invierno;08:00 p. m.;17,3;21;918,57;140;SSE;7,22;1,61;88,37;56,16;191,66;111,41;89
06/07/22;Invierno;09:00 p. m.;15,1;33;922,5;180;S;2,5;1,38;51,52;54,77;133,77;83,52;101,5
06/07/22;Invierno;10:00 p. m.;10,7;40;926,43;160;SSE;5,56;1,19;35,35;51,6;105,8;64,1;318
06/07/22;Invierno;11:00 p. m.;9,9;45;927,16;180;S;4,17;1,22;42,43;50,15;115,2;71,94;143
07/07/22;Invierno;12:00 a. m.;9,7;42;926,52;180;S;3,06;1,13;49,46;50,2;126,05;78,21;107,5
07/07/22;Invierno;01:00 a. m.;9,1;46;927,34;180;S;2,5;1,18;52,15;50,68;130,64;75,08;94,5
07/07/22;Invierno;02:00 a. m.;8,5;47;927,62;180;S;1,94;1,2;52,54;49,66;130,23;68,39;81
07/07/22;Invierno;03:00 a. m.;8,1;46;927,89;200;SSW;2,5;1,16;50,5;47,74;125,17;64,22;74
07/07/22;Invierno;04:00 a. m.;6,9;51;927,89;230;WSW;1,67;1,09;46,43;46,27;117,47;59,02;71,5
07/07/22;Invierno;05:00 a. m.;6,5;50;927,71;230;WSW;1,94;1,1;44,3;45,45;113,38;53,85;62,5
07/07/22;Invierno;06:00 a. m.;5,3;56;928,81;230;WSW;1,67;1,15;44,89;45,68;114,52;48,79;66
07/07/22;Invierno;07:00 a. m.;4,5;54;928,62;230;WSW;1,94;1,52;64,53;50,24;149,19;47,71;87
07/07/22;Invierno;08:00 a. m.;3,4;61;929,9;230;WSW;2,5;2,23;121,1;56,48;242,17;46,18;129
07/07/22;Invierno;09:00 a. m.;4,4;51;931;200;SSW;1,94;2,13;116,32;57,63;235,99;56,93;118,5
07/07/22;Invierno;10:00 a. m.;6,7;38;931,73;180;S;3,06;2,06;96,32;61,27;208,96;72,37;94,5
07/07/22;Invierno;11:00 a. m.;9,2;32;931,55;140;SSE;4,72;1,54;65,8;58,12;159,02;71,16;82,5
07/07/22;Invierno;12:00 p. m.;10;30;931,55;160;SSE;5,56;1,27;42,88;53,6;119,34;67,71;55
07/07/22;Invierno;01:00 p. m.;11,2;27;930,82;180;S;3,61;1,51;45,14;53,01;122,22;73,56;48,5
07/07/22;Invierno;02:00 p. m.;11,9;25;930;160;SSE;3,61;1,31;51,11;53,14;131,52;76,39;46,5
07/07/22;Invierno;03:00 p. m.;12,7;25;928,99;140;SSE;3,61;1,28;49,66;52,21;128,35;74,4;40
07/07/22;Invierno;04:00 p. m.;13;27;928,62;160;SSE;2,5;1,31;47,57;52,34;125,29;70,24;40,5
07/07/22;Invierno;05:00 p. m.;13,2;25;928,53;110;ESE;2,5;1,4;52,87;54,25;135,33;70,57;42,5
07/07/22;Invierno;06:00 p. m.;12,4;27;929,08;90;E;2,5;1,39;64,88;55,74;155,22;71,98;47,5
07/07/22;Invierno;07:00 p. m.;10;43;930;50;ENE;1,67;1,73;88,49;59,34;195,02;71,62;70,5
07/07/22;Invierno;08:00 p. m.;8,8;46;930,82;270;W;1,67;2,03;111,22;62,75;233,29;63,88;75,5
07/07/22;Invierno;09:00 p. m.;7,8;57;931,27;290;WNW;2,5;1,82;97,28;58,16;207,33;62,97;78
07/07/22;Invierno;10:00 p. m.;4,9;57;930,91;250;WSW;1,11;1,75;77,24;54,87;173,31;68,84;59
07/07/22;Invierno;11:00 p. m.;5,1;57;930,18;250;WSW;1,67;1,51;66,04;52,74;153,99;76,46;46
08/07/22;Invierno;12:00 a. m.;2,4;75;930,27;0;N;0;1,57;75,62;54,89;170,85;71,3;56,5
08/07/22;Invierno;01:00 a. m.;2,4;56;929,54;250;WSW;1,11;1,68;79,87;55,42;177,89;59,21;65
08/07/22;Invierno;02:00 a. m.;2,1;61;928,81;990;#N/D;1,11;1,46;65,09;52,55;152,36;52,2;32,5
08/07/22;Invierno;03:00 a. m.;1,8;62;928,08;0;N;0;1,37;55,98;50,19;136,02;47,47;30,5
08/07/22;Invierno;04:00 a. m.;1,4;67;927,53;0;N;0;1,38;51,19;47,85;126,34;44,93;31,5
08/07/22;Invierno;05:00 a. m.;1,5;65;926,25;290;WNW;1,11;1,37;53,09;48,42;129,82;43,29;41
08/07/22;Invierno;06:00 a. m.;1,4;67;926,52;230;WSW;1,11;1,43;61,62;49,34;143,83;40,27;39,5
08/07/22;Invierno;07:00 a. m.;0,7;67;925,33;0;N;0;1,79;89,31;51,98;188,91;40,21;63
08/07/22;Invierno;08:00 a. m.;1,4;63;926,43;230;WSW;1,94;2,46;123,68;59,61;249,25;39,85;92
08/07/22;Invierno;09:00 a. m.;1,8;62;926,34;230;WSW;1,11;2,64;150,82;67,27;298,53;65,08;113
08/07/22;Invierno;10:00 a. m.;3;61;926,7;140;SSE;1,11;2,19;120,95;64,15;249,61;68,47;91
08/07/22;Invierno;11:00 a. m.;6,8;48;926,34;50;ENE;1,11;1,86;99,35;64,7;217,05;69,54;89
08/07/22;Invierno;12:00 p. m.;9,8;36;925,7;180;S;1,67;1,48;74,43;62,89;177,01;68,21;72
08/07/22;Invierno;01:00 p. m.;11;34;925,15;90;E;3,06;1,31;51,88;62,87;142,42;67,14;75,5
08/07/22;Invierno;02:00 p. m.;13,2;30;923,6;90;E;1,94;1,39;45,52;62,15;131,95;72,32;84
08/07/22;Invierno;03:00 p. m.;14,2;32;922,96;90;E;1,67;1,3;44,87;60,6;129,39;70,14;74
08/07/22;Invierno;04:00 p. m.;14,2;31;922,5;140;SSE;1,67;1,33;43,28;62,21;128,57;64,69;68
08/07/22;Invierno;05:00 p. m.;14,2;31;922,5;140;SSE;2,5;1,26;46,23;64,43;135,31;62,1;80
08/07/22;Invierno;06:00 p. m.;13,4;32;922,96;90;E;1,94;1,38;51,28;69,07;147,7;58,4;87
08/07/22;Invierno;07:00 p. m.;10,8;49;923,96;230;WSW;1,67;2,44;106,18;75,68;238,49;55,25;112
08/07/22;Invierno;08:00 p. m.;9,4;53;924,79;230;WSW;1,67;2,84;196,86;83,33;385,19;52,6;164
08/07/22;Invierno;09:00 p. m.;8,4;52;924,88;230;WSW;1,11;2,18;126,62;73,15;267,29;45,7;112,5
08/07/22;Invierno;10:00 p. m.;6,8;72;924,79;230;WSW;1,67;2,52;128,17;73,1;269,62;42,05;117
08/07/22;Invierno;11:00 p. m.;5,8;80;924,05;0;N;0;2,68;126,88;74,27;268,81;40,48;140,5
09/07/22;Invierno;12:00 a. m.;4,8;64;923,41;0;N;0;2,59;110,56;70,09;239,61;38,13;131
09/07/22;Invierno;01:00 a. m.;4,2;63;923,05;230;WSW;1,11;2,44;111,78;66,98;238,38;34,93;122,5
09/07/22;Invierno;02:00 a. m.;3;68;922,5;270;W;1,67;1,98;87,86;62,26;196,98;31,81;82
09/07/22;Invierno;03:00 a. m.;2,8;67;921,68;230;WSW;1,11;1,6;71,07;59,15;168,11;30,04;67
09/07/22;Invierno;04:00 a. m.;2,4;70;921,4;230;WSW;1,11;1,46;54,11;56,51;139,48;28,98;58,5
09/07/22;Invierno;05:00 a. m.;1,8;69;920,22;230;WSW;1,11;1,29;44,5;53,65;121,89;27,8;61,5
09/07/22;Invierno;06:00 a. m.;1;71;919,39;0;N;0;1,27;48,83;53,78;128,66;26,61;51
09/07/22;Invierno;07:00 a. m.;0,6;74;919,67;0;N;0;1,59;75,05;55,77;170,84;25,37;67
09/07/22;Invierno;08:00 a. m.;0;74;920,12;0;N;0;1,75;101,81;58,31;214,43;23,88;73,5
09/07/22;Invierno;09:00 a. m.;1,2;71;919,76;200;SSW;2,5;1,61;79,93;56,58;179,14;23;63
09/07/22;Invierno;10:00 a. m.;4,2;63;919,12;0;N;0;1,72;86,57;58,13;190,87;23,7;59
09/07/22;Invierno;11:00 a. m.;9,6;45;917,93;20;NNE;1,11;1,68;83;67,12;194,38;25,44;67,5
09/07/22;Invierno;12:00 p. m.;10;39;916,74;50;ENE;2,5;1,47;46,26;67,08;138;27,85;101,5
09/07/22;Invierno;01:00 p. m.;10,4;46;915,83;50;ENE;3,06;1,38;32,96;67,05;117,59;30,99;101
09/07/22;Invierno;02:00 p. m.;13,4;32;914;70;ENE;3,06;1,36;32,86;67,51;117,9;37,21;93,5
09/07/22;Invierno;03:00 p. m.;16,6;24;911,53;50;ENE;5,56;1,39;37,86;72,89;130,93;42,11;102,5
09/07/22;Invierno;04:00 p. m.;24;6;909,43;340;NNW;18,06;1,16;30,27;63,89;110,3;38,06;119
09/07/22;Invierno;05:00 p. m.;22,8;8;911,26;340;NNW;10,28;0,99;10,27;37,22;52,96;38,74;154,5
09/07/22;Invierno;06:00 p. m.;20,8;16;913,73;200;SSW;3,61;0,94;11,73;34,69;52,68;36,23;80,5
09/07/22;Invierno;07:00 p. m.;19,4;16;915,1;290;WNW;4,17;1,03;20,58;41,13;72,68;39,76;18
09/07/22;Invierno;08:00 p. m.;18,4;20;915,83;290;WNW;1,94;1,04;23,04;40,95;76,27;38,54;8
09/07/22;Invierno;09:00 p. m.;13,9;26;917,2;320;NNW;4,72;1,01;17,7;38,44;65,58;35,24;13,5
09/07/22;Invierno;10:00 p. m.;14,1;25;916,74;320;NNW;3,06;1,21;42,52;50,56;115,76;40,45;22,5
09/07/22;Invierno;11:00 p. m.;14,5;25;916,38;110;ESE;3,06;1,43;53,66;54,06;136,33;41,72;31
10/07/22;Invierno;12:00 a. m.;13;35;916,56;230;WSW;1,67;1,41;64,14;54,64;153;41,32;32,5
10/07/22;Invierno;01:00 a. m.;11,9;30;917,2;110;ESE;7,22;1,32;59,02;53,28;143,77;37,32;63
10/07/22;Invierno;02:00 a. m.;11,6;31;917,84;140;SSE;4,72;1,16;41,48;53,32;116,92;36,62;74
10/07/22;Invierno;03:00 a. m.;12;30;918,48;180;S;3,06;1,11;46,08;54,81;125,47;39,61;52,5
10/07/22;Invierno;04:00 a. m.;11,3;34;918,3;180;S;3,61;1,03;44,76;53,99;122,62;40,95;46,5
10/07/22;Invierno;05:00 a. m.;9,3;50;918,66;180;S;1,11;1,12;45,15;54,4;123,64;38,88;46
10/07/22;Invierno;06:00 a. m.;8,4;47;920,31;90;E;3,61;1,28;52,72;55,95;136,79;36,5;54,5
10/07/22;Invierno;07:00 a. m.;10,7;34;920,86;140;SSE;6,11;1,21;56,32;56,48;142,84;35,53;33
10/07/22;Invierno;08:00 a. m.;9,4;43;921,77;250;WSW;1,94;1,15;52,07;54,48;134,32;34,45;27
10/07/22;Invierno;09:00 a. m.;9,2;39;923,23;230;WSW;1,11;1,19;54,48;54,57;138,11;33,32;25,5
10/07/22;Invierno;10:00 a. m.;11,4;31;924,6;180;S;2,5;1,14;56,48;55,76;142,37;34,82;15
10/07/22;Invierno;11:00 a. m.;13,4;27;924,51;180;S;3,06;1,06;49,54;54,42;130,38;39,45;9,5
10/07/22;Invierno;12:00 p. m.;14,4;24;924,69;140;SSE;4,72;0,99;44,35;52,77;120,78;40,92;16
10/07/22;Invierno;01:00 p. m.;14,8;25;924,15;140;SSE;2,5;0,98;30,43;51,38;98,05;33,86;11
10/07/22;Invierno;02:00 p. m.;15,2;28;922,87;180;S;5,28;1,05;22,09;49,01;82,88;29,58;13
10/07/22;Invierno;03:00 p. m.;15,4;26;922,23;140;SSE;6,67;0,97;22,42;49,18;83,56;28,62;11
10/07/22;Invierno;04:00 p. m.;14,6;26;922,5;140;SSE;6,11;1,03;21,38;48,5;81,28;28,8;15
10/07/22;Invierno;05:00 p. m.;13,6;27;923,32;140;SSE;5,56;1,11;27,38;49,52;91,5;30,65;25
10/07/22;Invierno;06:00 p. m.;12,6;32;924,24;140;SSE;4,17;1,09;36,19;52,38;107,87;31,94;19,5
10/07/22;Invierno;07:00 p. m.;11;39;924,79;180;S;1,94;1,16;50,85;55,83;133,81;34,67;33,5
10/07/22;Invierno;08:00 p. m.;10;52;924,79;180;S;1,11;1,21;60,4;58,21;150,82;33,88;30,5
10/07/22;Invierno;09:00 p. m.;9,2;46;925,79;230;WSW;1,94;1,3;57,21;55,6;143,33;33,97;31,5
10/07/22;Invierno;10:00 p. m.;8,2;43;927,16;180;S;1,94;1,34;54,55;55,25;138,89;32,52;30,5
10/07/22;Invierno;11:00 p. m.;8,6;39;927,71;180;S;2,5;1,2;55,15;56,45;141,01;31,96;24,5
11/07/22;Invierno;12:00 a. m.;9,6;34;927,8;180;S;5,28;1,16;46,88;53,85;125,73;32,16;30,5
11/07/22;Invierno;01:00 a. m.;9,7;38;928,44;200;SSW;1,94;1,04;43,15;51,7;117,87;31,8;18
11/07/22;Invierno;02:00 a. m.;9,8;37;928,9;180;S;2,5;0,95;41,82;51,37;115,5;31,58;7,5
11/07/22;Invierno;03:00 a. m.;9,8;41;928,9;200;SSW;2,5;0,92;39,09;51,21;111,16;32,52;10,5
11/07/22;Invierno;04:00 a. m.;8,2;57;929,54;200;SSW;3,61;0,97;33,19;50,89;101,79;29,39;12,5
11/07/22;Invierno;05:00 a. m.;7,5;62;929,26;250;WSW;1,67;0,95;31,53;48,34;96,68;26,7;13,5
11/07/22;Invierno;06:00 a. m.;6,5;64;929,54;230;WSW;1,94;1,01;39,35;48,33;108,67;25,35;12
11/07/22;Invierno;07:00 a. m.;4,8;71;930,45;990;#N/D;1,11;1,24;51,35;51;129,74;24,05;15
11/07/22;Invierno;08:00 a. m.;4,6;66;931,55;990;#N/D;0,56;1,39;67,23;55,51;158,61;23,2;31
11/07/22;Invierno;09:00 a. m.;4,8;65;932,46;230;WSW;1,11;1,44;69,49;57,07;163,61;23,61;26
11/07/22;Invierno;10:00 a. m.;7,1;57;932,65;200;SSW;3,06;1,34;46,5;55,73;127,04;47,82;19
11/07/22;Invierno;11:00 a. m.;7,8;48;933,29;180;S;2,5;1,3;57,95;58,44;147,29;55,87;16,5
11/07/22;Invierno;12:00 p. m.;9,4;38;933,01;180;S;1,94;1,28;53,8;57,7;140,19;47,41;6
11/07/22;Invierno;01:00 p. m.;10,3;38;932,74;90;E;2,5;1,22;50,66;59,49;137,17;41,65;30
11/07/22;Invierno;02:00 p. m.;10,3;38;932,37;90;E;3,06;1,22;51,52;59,46;138,45;42,55;35,5
11/07/22;Invierno;03:00 p. m.;10,2;39;932,28;110;ESE;3,61;1,24;57,02;58,5;145,93;42,19;17
11/07/22;Invierno;04:00 p. m.;10,6;41;932,19;70;ENE;1,11;1,23;56,06;58,33;144,29;43,86;28,5
11/07/22;Invierno;05:00 p. m.;10,2;40;932,74;90;E;1,94;1,25;57,35;59,37;147,32;40,12;20,5
11/07/22;Invierno;06:00 p. m.;9,4;43;933,29;70;ENE;1,67;1,4;64,55;62,44;161,41;35,77;27,5
11/07/22;Invierno;07:00 p. m.;7,6;63;934,11;0;N;0;1,89;98,05;67,86;218,2;33,48;51,5
11/07/22;Invierno;08:00 p. m.;6,1;66;934,66;320;NNW;1,11;1,99;149,03;68,96;297,48;30,11;82
11/07/22;Invierno;09:00 p. m.;4,6;65;935,57;270;W;1,11;1,67;96,45;60,5;208,39;27,66;43
11/07/22;Invierno;10:00 p. m.;2,1;83;935,84;270;W;1,67;1,6;86,28;59,18;191,48;26,08;41
11/07/22;Invierno;11:00 p. m.;3,3;68;935,48;320;NNW;1,94;1,97;98,56;59,78;210,91;26,19;50,5
12/07/22;Invierno;12:00 a. m.;3,2;68;935,11;320;NNW;1,11;2,08;109,15;61,99;229,35;27,16;64
12/07/22;Invierno;01:00 a. m.;1,4;67;935,2;140;SSE;1,11;2,27;113,11;62,99;236,41;25,2;70
12/07/22;Invierno;02:00 a. m.;1,9;69;934,47;230;WSW;1,67;1,82;90,23;58,29;196,64;22,68;36
12/07/22;Invierno;03:00 a. m.;0,9;74;933,93;0;N;0;1,43;71,22;54,56;163,76;21,6;29
14/10/22;Primavera;04:00 p. m.;21,72;17,92;928,57;112,5;ESE;1;1,16;98,99;7,18;158,97;10,85;
14/10/22;Primavera;05:00 p. m.;21,99;18,17;928,63;90;E;0,79;1,62;10,54;36,11;52,27;17,07;
14/10/22;Primavera;06:00 p. m.;22;17,92;929,15;202,5;SSW;0,41;1,52;15,28;42,33;65,76;18,31;25,5
14/10/22;Primavera;07:00 p. m.;20,37;20,33;929,84;135;SE;0,03;1,72;12,01;47,31;65,71;20,32;46,5
14/10/22;Primavera;08:00 p. m.;17,75;25,83;930,85;#N/D;;0,1;2,02;59,84;79,98;171,73;23,13;53
14/10/22;Primavera;09:00 p. m.;16,88;26,17;931,93;247,5;WSW;0,23;2,47;92,94;88,23;230,74;22,42;77
14/10/22;Primavera;10:00 p. m.;15,65;28;932,63;247,5;WSW;0,03;2,53;47,86;80,77;154,16;20,32;78
14/10/22;Primavera;11:00 p. m.;15,43;27,08;933,37;225;SW;0,88;2,58;39,5;76,69;137,25;18,29;66,5
15/10/22;Primavera;12:00 a. m.;15,35;24,33;934,06;157,5;SSE;0,57;2,17;21,9;44,63;78,21;16,56;55
15/10/22;Primavera;01:00 a. m.;14,55;26,83;934,68;180;S;2,03;2,02;25,1;46,05;84,53;14,76;49
15/10/22;Primavera;02:00 a. m.;13,51;30,17;934,65;180;S;1,71;1,64;24,12;44,89;81,87;11,98;139,5
15/10/22;Primavera;03:00 a. m.;12,58;32,67;933,88;157,5;SSE;1,63;1,64;20;41,82;72,49;11,61;152,5
15/10/22;Primavera;04:00 a. m.;12,16;33,33;933,53;180;S;2,34;1,67;18,87;39,44;68,38;11,17;135
15/10/22;Primavera;05:00 a. m.;11,63;34,5;933,48;180;S;2,19;1,56;22,95;48,35;83,55;10,26;138
15/10/22;Primavera;06:00 a. m.;10,88;36,42;933,78;135;SE;0,49;1,62;16,28;39,02;63,99;10,99;107,5
15/10/22;Primavera;07:00 a. m.;10,82;37,67;934,52;292,5;WNW;0,8;1,69;18,11;42,38;70,14;11,42;103
15/10/22;Primavera;08:00 a. m.;13,11;33,58;934,9;270;W;0,45;1,64;21,68;47,77;81,01;11,38;113
15/10/22;Primavera;09:00 a. m.;15,52;29,75;935,06;90;E;0,45;1,69;21,25;43,09;75,68;13,05;99
15/10/22;Primavera;10:00 a. m.;16,74;27,58;934,65;90;E;0,73;1,84;25,56;52,79;91,98;13,88;93
15/10/22;Primavera;11:00 a. m.;17,91;25;934,23;90;E;0,93;1,86;25,18;51,79;90,4;15,55;97
15/10/22;Primavera;12:00 p. m.;18,62;24,08;933,57;67,5;ENE;0,92;1,81;24,1;50,65;87,61;15,73;90,5
15/10/22;Primavera;01:00 p. m.;19,52;23,42;932,56;67,5;ENE;1,02;1,83;19,18;48,28;77,69;15,16;78
15/10/22;Primavera;02:00 p. m.;20,69;22,5;931,55;67,5;ENE;0,96;1,93;16,5;48,07;73,37;16,61;82
15/10/22;Primavera;03:00 p. m.;21,41;21,33;930,64;67,5;ENE;1;1,85;13;41,03;60,96;17,51;73,5
15/10/22;Primavera;04:00 p. m.;22,18;20,42;930,03;90;E;0,8;1,81;12,22;41,41;60,16;18,2;74,5
