Dia,Estación,Hora,Temperatura (°C),Humedad (%),Presión (hPa),Velocidad de viento (m/s),CO (mg/m3),NO (ug/m3),NO2 (ug/m3),NOX (ug/m3),O3 (ug/m3),PM10 (ug/m3),time
14/01/23,Verano,06:00 a. m.,19.34,51.67,919.92,0.07,1.11,2.21,35.34,38.72,30.58,22.5,2023-01-14T06:00:00Z
14/01/23,Verano,07:00 a. m.,20.87,48.75,920.51,0,0.94,2.21,34.29,37.68,30.21,10,2023-01-14T07:00:00Z
14/01/23,Verano,08:00 a. m.,24.98,39.17,921.05,0.21,0.85,4.89,37.76,45.25,30.32,11.5,2023-01-14T08:00:00Z
14/01/23,Verano,09:00 a. m.,25.54,39,921.2,0.73,0.84,2.96,32.84,37.38,28.64,2,2023-01-14T09:00:00Z
14/01/23,Verano,10:00 a. m.,26.58,37.25,921.14,0.68,0.67,3.28,35.06,40.09,26.95,27,2023-01-14T10:00:00Z
14/01/23,Verano,11:00 a. m.,28.39,33.58,920.76,0.93,0.7,3.14,32.83,37.64,28.44,33.5,2023-01-14T11:00:00Z
14/01/23,Verano,12:00 p. m.,30.09,30.5,920.13,1.41,0.56,1.15,21.88,23.64,30.75,27.5,2023-01-14T12:00:00Z
14/01/23,Verano,01:00 p. m.,31.39,27.5,919.25,1.43,0.54,0.84,18.61,19.89,28.9,22.5,2023-01-14T13:00:00Z
14/01/23,Verano,02:00 p. m.,32.79,24.17,918.18,1.59,0.54,0.64,16.16,17.13,24.66,28.5,2023-01-14T14:00:00Z
14/01/23,Verano,03:00 p. m.,34.04,21.75,917.42,1.32,0.34,0.49,13.36,14.11,22.12,10.5,2023-01-14T15:00:00Z
14/01/23,Verano,04:00 p. m.,34.43,20.17,917.01,1.18,0.35,0.42,12.6,13.24,21.44,8,2023-01-14T16:00:00Z
14/01/23,Verano,05:00 p. m.,34.81,19.42,916.53,1.1,0.65,0.49,14.62,15.36,21.59,15.5,2023-01-14T17:00:00Z
14/01/23,Verano,06:00 p. m.,33.97,19.67,916.23,0.77,1.34,0.49,16.83,17.58,21.66,10.5,2023-01-14T18:00:00Z
14/01/23,Verano,07:00 p. m.,33.42,20.17,916.52,0.48,0.04,0.56,27.62,28.48,20.15,17,2023-01-14T19:00:00Z
14/01/23,Verano,08:00 p. m.,31.18,23.42,917.34,0.1,1.05,0.97,44.89,46.38,18.73,23.5,2023-01-14T20:00:00Z
14/01/23,Verano,09:00 p. m.,29.28,27.17,918.74,0.03,0.99,3.41,65.1,70.33,17.25,20,2023-01-14T21:00:00Z
14/01/23,Verano,10:00 p. m.,28.13,28.83,920.34,0.21,1.18,17.36,71.98,98.6,17.49,39.5,2023-01-14T22:00:00Z
14/01/23,Verano,11:00 p. m.,28.25,27.25,921.57,0.21,1.34,4.59,48.53,55.57,17.73,41.5,2023-01-14T23:00:00Z
15/01/23,Verano,12:00 a. m.,27.88,28.5,923.07,0.64,1.12,1.56,47.4,49.79,17.89,14,2023-01-15T00:00:00Z
15/01/23,Verano,01:00 a. m.,25.44,39.75,924.68,2.93,0.91,0.79,27.07,28.28,15.11,18.5,2023-01-15T01:00:00Z
15/01/23,Verano,02:00 a. m.,24.39,42.17,924.99,1.78,0.81,0.3,11.2,11.66,13.8,38,2023-01-15T02:00:00Z
15/01/23,Verano,03:00 a. m.,23.84,43.67,925.13,1.18,0.77,0.26,8.87,9.26,15.04,16,2023-01-15T03:00:00Z
15/01/23,Verano,04:00 a. m.,23.29,44.67,925.39,0.72,0.74,0.26,9.15,9.55,15.94,7.5,2023-01-15T04:00:00Z
15/01/23,Verano,05:00 a. m.,22.62,46.92,925.75,0.13,0.71,0.19,10.09,10.38,17.73,4,2023-01-15T05:00:00Z
15/01/23,Verano,06:00 a. m.,21.68,49.75,926.47,0,0.73,0.89,20.03,21.39,21.1,8,2023-01-15T06:00:00Z
15/01/23,Verano,07:00 a. m.,21.93,49.5,927.46,0.07,0.86,2.99,33.99,38.58,23.83,23,2023-01-15T07:00:00Z
15/01/23,Verano,08:00 a. m.,24.03,44.17,927.87,0.1,0.87,0.67,15.87,16.89,26.31,4,2023-01-15T08:00:00Z
15/01/23,Verano,09:00 a. m.,25.71,37.92,927.82,0.61,0.9,0.56,13.75,14.61,27.42,1.5,2023-01-15T09:00:00Z
15/01/23,Verano,10:00 a. m.,26.68,36.58,927.42,0.87,0.79,0.48,13.49,14.23,26.86,5,2023-01-15T10:00:00Z
15/01/23,Verano,11:00 a. m.,27.3,34,926.93,0.95,0.81,0.26,12.15,12.55,27.54,11.5,2023-01-15T11:00:00Z
15/01/23,Verano,12:00 p. m.,28.53,32.83,926.11,1.24,0.78,0.3,12.98,13.44,30.55,19,2023-01-15T12:00:00Z
15/01/23,Verano,01:00 p. m.,29.37,30.33,925.44,1.14,0.82,0.31,13.55,14.02,28.09,23,2023-01-15T13:00:00Z
15/01/23,Verano,02:00 p. m.,29.77,30.42,924.8,1.23,0.66,0.24,11.36,11.74,26.87,22,2023-01-15T14:00:00Z
15/01/23,Verano,03:00 p. m.,29.98,29.83,924.06,0.98,0.77,0.13,9.96,10.17,24.98,19.5,2023-01-15T15:00:00Z
15/01/23,Verano,04:00 p. m.,29.28,30.83,923.37,0.72,0.87,0.04,8.52,8.58,25.55,16,2023-01-15T16:00:00Z
15/01/23,Verano,05:00 p. m.,28.87,31.92,922.93,0.57,0.94,0.02,10.34,10.38,24.13,25,2023-01-15T17:00:00Z
15/01/23,Verano,06:00 p. m.,29.83,30.25,922.33,0.73,0.94,0.08,12.56,12.68,23.46,21.5,2023-01-15T18:00:00Z
15/01/23,Verano,07:00 p. m.,30.26,29.58,922.42,1.07,0.85,0.03,9.08,9.13,23.53,6.5,2023-01-15T19:00:00Z
15/01/23,Verano,08:00 p. m.,28.2,32,922.65,1.21,0.87,0.13,20.16,20.35,21.06,24,2023-01-15T20:00:00Z
15/01/23,Verano,09:00 p. m.,27.27,32.92,923.13,0.33,0.89,0.11,30.92,31.08,20.13,27.5,2023-01-15T21:00:00Z
15/01/23,Verano,10:00 p. m.,26.65,34.08,923.31,0.23,1.04,0.53,34.55,35.37,21.66,23.5,2023-01-15T22:00:00Z
15/01/23,Verano,11:00 p. m.,26.27,36.08,923.41,0.76,1.08,0.22,31,31.33,23.19,20,2023-01-15T23:00:00Z
16/01/23,Verano,12:00 a. m.,25.62,38.83,923.78,0.62,1.05,0.27,29.95,30.36,19.82,29,2023-01-16T00:00:00Z
16/01/23,Verano,01:00 a. m.,24.41,44.75,924,0.27,1.09,0.16,21.61,21.85,18.91,31,2023-01-16T01:00:00Z
16/01/23,Verano,02:00 a. m.,23.4,47.83,923.84,0,1.27,0.17,24.34,24.6,20.45,20,2023-01-16T02:00:00Z
16/01/23,Verano,03:00 a. m.,22.73,50.83,923.49,0.03,1.24,0.04,16.57,16.63,23.29,21.5,2023-01-16T03:00:00Z
16/01/23,Verano,04:00 a. m.,21.85,55.08,923.98,0.17,1.19,0.05,14.09,14.16,25.28,8.5,2023-01-16T04:00:00Z
16/01/23,Verano,05:00 a. m.,21.08,57.92,924.02,0.03,1.2,0.05,15.45,15.52,26.25,14,2023-01-16T05:00:00Z
16/01/23,Verano,06:00 a. m.,20.89,57.75,924.15,0.03,1.12,0.58,27.13,28.01,28.47,17.5,2023-01-16T06:00:00Z
16/01/23,Verano,07:00 a. m.,21.76,55.75,924.48,0.38,1.18,7.1,45.79,56.68,29.74,15.5,2023-01-16T07:00:00Z
16/01/23,Verano,08:00 a. m.,24.58,48.75,924.49,0.57,1.16,3.07,28.67,33.37,29.48,20.5,2023-01-16T08:00:00Z
16/01/23,Verano,09:00 a. m.,25.25,47.92,925.01,1.21,1.27,5.48,38.64,47.04,24.15,9.5,2023-01-16T09:00:00Z
16/01/23,Verano,10:00 a. m.,25.88,46.75,924.75,1.13,1.22,2.52,24.95,28.82,22.79,29.5,2023-01-16T10:00:00Z
16/01/23,Verano,11:00 a. m.,26.83,44.5,924.28,1.18,1.09,1.72,21.52,24.15,24.51,19,2023-01-16T11:00:00Z
16/01/23,Verano,12:00 p. m.,27.84,41.42,923.37,1.1,1.09,1.31,18.14,20.15,26.39,20,2023-01-16T12:00:00Z
16/01/23,Verano,01:00 p. m.,29.07,38.92,922.39,1.07,1.12,1.52,20.32,22.66,26.26,24,2023-01-16T13:00:00Z
16/01/23,Verano,02:00 p. m.,29.75,36.25,921.46,0.77,1.2,1.32,18.14,20.16,24.89,19.5,2023-01-16T14:00:00Z
16/01/23,Verano,03:00 p. m.,29.15,37.08,920.63,0.53,1.11,1.76,23.04,25.74,24.13,25.5,2023-01-16T15:00:00Z
16/01/23,Verano,04:00 p. m.,28.84,38.5,919.58,0.37,1.22,0.55,26.61,27.45,25.13,21.5,2023-01-16T16:00:00Z
16/01/23,Verano,05:00 p. m.,28.45,38.5,918.79,0.3,1.14,0.44,34.46,35.14,24.59,29.5,2023-01-16T17:00:00Z
16/01/23,Verano,06:00 p. m.,28.97,37.67,918.56,0.13,1.26,0.66,40.53,41.54,25.18,28.5,2023-01-16T18:00:00Z
16/01/23,Verano,07:00 p. m.,28.88,39,918.57,0.07,1.25,3.69,56.63,62.29,24.37,24.5,2023-01-16T19:00:00Z
16/01/23,Verano,08:00 p. m.,28.27,40.5,919.15,0,1.41,19.39,87.78,117.52,22.02,35.5,2023-01-16T20:00:00Z
16/01/23,Verano,09:00 p. m.,27.78,41.58,919.87,0.5,1.76,26.4,86.55,127.03,22.97,44.5,2023-01-16T21:00:00Z
16/01/23,Verano,10:00 p. m.,27.65,38.25,920.07,0.35,1.68,3.55,51.42,56.86,22.68,51,2023-01-16T22:00:00Z
16/01/23,Verano,11:00 p. m.,27.27,36.92,922.14,1.33,1.51,2.83,51.28,55.62,22.9,28,2023-01-16T23:00:00Z
17/01/23,Verano,12:00 a. m.,25.83,43.17,922.48,0.64,1.22,0.43,19.17,19.83,20.21,33,2023-01-17T00:00:00Z
17/01/23,Verano,01:00 a. m.,24.32,48.33,922.29,0.61,1.06,0.08,17.94,18.07,22.4,34.5,2023-01-17T01:00:00Z
17/01/23,Verano,02:00 a. m.,23.88,48.83,922.43,0.52,1.01,0.06,13.65,13.74,24.23,22.5,2023-01-17T02:00:00Z
17/01/23,Verano,03:00 a. m.,22.79,52,923.07,0.68,1.05,0.07,9.24,9.34,24.97,7.5,2023-01-17T03:00:00Z
17/01/23,Verano,04:00 a. m.,21.48,56.67,923.68,1.63,0.93,0.07,9.23,9.34,24.58,12.5,2023-01-17T04:00:00Z
17/01/23,Verano,05:00 a. m.,21.03,59.25,924.51,1.24,0.89,0.07,8.17,8.27,22.64,23.5,2023-01-17T05:00:00Z
17/01/23,Verano,06:00 a. m.,20.75,61.75,925.32,1.1,0.92,0.3,13.88,14.33,21.1,13.5,2023-01-17T06:00:00Z
17/01/23,Verano,07:00 a. m.,20.4,64.42,926.88,1.11,0.99,0.57,18.34,19.2,18.71,14.5,2023-01-17T07:00:00Z
17/01/23,Verano,08:00 a. m.,20.23,66.33,927.77,1.36,1.02,1.37,22.38,24.48,17.32,20,2023-01-17T08:00:00Z
17/01/23,Verano,09:00 a. m.,20.72,65.42,928.13,1.1,1.04,1.54,22.72,25.09,22.53,21,2023-01-17T09:00:00Z
17/01/23,Verano,10:00 a. m.,22.3,60.75,927.78,1.4,1.09,2.38,25.07,28.73,25.77,20.5,2023-01-17T10:00:00Z
17/01/23,Verano,11:00 a. m.,23.64,56.67,927.58,1.25,1.07,1.86,23.64,26.49,21.31,19.5,2023-01-17T11:00:00Z
17/01/23,Verano,12:00 p. m.,24.02,55.58,927.24,0.92,1.08,2.67,25.59,29.68,22.8,26.5,2023-01-17T12:00:00Z
17/01/23,Verano,01:00 p. m.,24.66,55.5,926.51,1.02,1.15,1.87,22.36,25.24,30.17,30,2023-01-17T13:00:00Z
17/01/23,Verano,02:00 p. m.,25.43,53.33,926.02,1.07,1.18,1.8,22.88,25.64,35.09,19,2023-01-17T14:00:00Z
17/01/23,Verano,03:00 p. m.,25.25,56,925.94,0.84,1.25,1.79,26.94,29.69,35.62,37.5,2023-01-17T15:00:00Z
17/01/23,Verano,04:00 p. m.,25.88,54.5,925.52,0.62,1.13,0.87,8.46,9.79,37.48,30.5,2023-01-17T16:00:00Z
17/01/23,Verano,05:00 p. m.,26.03,53.83,925.09,0.65,0.99,0.04,7.39,8.23,40.39,23.5,2023-01-17T17:00:00Z
17/01/23,Verano,06:00 p. m.,25.6,55.17,925.01,0.49,1.1,1.79,6.15,7.37,37.8,32,2023-01-17T18:00:00Z
17/01/23,Verano,07:00 p. m.,24.83,57.08,925.23,0.61,1.14,1.15,5.22,6.15,36.92,41.5,2023-01-17T19:00:00Z
17/01/23,Verano,08:00 p. m.,24.35,58.33,925.97,0.27,0.97,2.25,1.28,4.22,37.11,36.5,2023-01-17T20:00:00Z
17/01/23,Verano,09:00 p. m.,23.63,61.92,926.62,0.07,1.15,2.22,3.26,4.15,41.7,30,2023-01-17T21:00:00Z
17/01/23,Verano,10:00 p. m.,22.93,61,927.92,0.38,1.17,1.53,7.22,8.12,49.75,48.5,2023-01-17T22:00:00Z
17/01/23,Verano,11:00 p. m.,22.86,56.58,929.04,0.2,1.19,1.23,3.37,4.33,59.96,13.5,2023-01-17T23:00:00Z
18/01/23,Verano,12:00 a. m.,22.13,64.25,929.12,0.23,1.03,1.12,3.34,4.48,60.22,6,2023-01-18T00:00:00Z
18/01/23,Verano,01:00 a. m.,21.51,67.42,929.04,0.13,1.01,1.33,3.4,4.15,62.37,25,2023-01-18T01:00:00Z
18/01/23,Verano,02:00 a. m.,21.39,67.83,928.65,0.1,1.1,0.97,5.33,6.03,68.54,21.5,2023-01-18T02:00:00Z
18/01/23,Verano,03:00 a. m.,21.66,65.17,928.21,0.33,1.08,0.87,7.99,8.62,79.31,10.5,2023-01-18T03:00:00Z
18/01/23,Verano,04:00 a. m.,21.76,64.67,927.81,0,1.06,2.23,8.15,9.85,87.14,10.5,2023-01-18T04:00:00Z
18/01/23,Verano,05:00 a. m.,21.48,67.83,928.46,0.2,0.96,2.57,9.22,11.25,93.51,19.5,2023-01-18T05:00:00Z
18/01/23,Verano,06:00 a. m.,20.72,71.42,929.21,0.44,1,2.85,15.23,16.57,94.16,25.5,2023-01-18T06:00:00Z
18/01/23,Verano,07:00 a. m.,21.31,69.67,929.87,0.42,1.07,2.63,17.48,20.34,90.6,29.5,2023-01-18T07:00:00Z
18/01/23,Verano,08:00 a. m.,22.53,65,930.37,0.42,1.17,2.66,16.3,19.03,89.61,28,2023-01-18T08:00:00Z
18/01/23,Verano,09:00 a. m.,23.89,60.75,930.04,0.78,1.22,3.15,15.8,18.45,84.59,8.5,2023-01-18T09:00:00Z
18/01/23,Verano,10:00 a. m.,25.27,54.83,929.48,0.78,1.07,2.58,16.3,19.63,77.33,11.5,2023-01-18T10:00:00Z
18/01/23,Verano,11:00 a. m.,26.71,51.08,928.67,1.17,1.21,2.66,14.22,16.57,64.82,19.5,2023-01-18T11:00:00Z
18/01/23,Verano,12:00 p. m.,28.03,47.17,928.08,1.22,1.04,1.15,16.54,18.36,58.15,26.5,2023-01-18T12:00:00Z
18/01/23,Verano,01:00 p. m.,28.44,44.58,927.4,1.33,1.07,1.22,16.99,19.36,49.41,26.5,2023-01-18T13:00:00Z
18/01/23,Verano,02:00 p. m.,28.55,43,926.59,0.81,1,1.23,15.91,16.37,43,18.5,2023-01-18T14:00:00Z
18/01/23,Verano,03:00 p. m.,28.8,41.92,925.77,0.77,0.91,1.15,14.15,16.01,40.99,24.5,2023-01-18T15:00:00Z
18/01/23,Verano,04:00 p. m.,29.12,41,924.98,0.57,0.88,0.88,12.1,13.68,36.05,17,2023-01-18T16:00:00Z
18/01/23,Verano,05:00 p. m.,29.95,37.83,924.39,0.77,0.95,0.87,10.56,11.96,36.07,13.5,2023-01-18T17:00:00Z
18/01/23,Verano,06:00 p. m.,29.67,37.75,924.36,0.73,0.94,0.83,11.15,12.24,35.51,16.5,2023-01-18T18:00:00Z
18/01/23,Verano,07:00 p. m.,29.14,38.83,924.89,0.1,0.92,1.25,10.1,12.36,31.32,18.5,2023-01-18T19:00:00Z
18/01/23,Verano,08:00 p. m.,28.13,42.33,925.48,0,0.96,1.33,5.55,6.67,30.9,25,2023-01-18T20:00:00Z
18/01/23,Verano,09:00 p. m.,26.45,49.25,926.12,0,1.2,1.39,6.36,7.56,31.21,28.5,2023-01-18T21:00:00Z
18/01/23,Verano,10:00 p. m.,25.63,50,926.72,0,1.62,1.47,6.67,7.89,37.62,70,2023-01-18T22:00:00Z
18/01/23,Verano,11:00 p. m.,25.1,50.33,926.89,0,1.59,1.55,6.39,6.96,41.63,60,2023-01-18T23:00:00Z
19/01/23,Verano,12:00 a. m.,24.68,53,926.56,0.03,1.61,3.15,5.12,9.16,43.06,25.5,2023-01-19T00:00:00Z
19/01/23,Verano,01:00 a. m.,24.32,54.33,926.11,0,1.7,2.88,6.14,9.12,43.87,38,2023-01-19T01:00:00Z
19/01/23,Verano,02:00 a. m.,24.18,55.75,925.83,0,1.68,2.55,4.38,7.39,48.14,37.5,2023-01-19T02:00:00Z
19/01/23,Verano,03:00 a. m.,24.59,54.58,925.33,0.03,1.56,2.36,4.12,6.38,50.47,33.5,2023-01-19T03:00:00Z
19/01/23,Verano,04:00 a. m.,24.46,57.67,925.14,0,1.48,2.39,3.12,6.85,51.47,23.5,2023-01-19T04:00:00Z
19/01/23,Verano,05:00 a. m.,24.04,61.75,925.26,0.03,1.52,1.15,5.36,6.86,53.16,38.5,2023-01-19T05:00:00Z
19/01/23,Verano,06:00 a. m.,23.77,64.5,925.42,0.17,1.27,1.28,6.94,7.56,54.85,42,2023-01-19T06:00:00Z
19/01/23,Verano,07:00 a. m.,23.46,66.8,902,0.03,1.32,0.97,5.78,6.53,57.76,30,2023-01-19T07:00:00Z
22/03/23,Otoño,09:00 a. m.,19.8,83,928.17,1.11,2.86,17.42,27.82,57.12,0.23,0,2023-03-22T09:00:00Z
22/03/23,Otoño,10:00 a. m.,21.4,77,927.44,1.11,1.65,16.45,29.63,65.39,243.28,0,2023-03-22T10:00:00Z
22/03/23,Otoño,11:00 a. m.,22.3,73,927.25,2.5,1.23,15.93,29.19,66.91,463.93,0,2023-03-22T11:00:00Z
22/03/23,Otoño,12:00 p. m.,24,65,926.98,2.5,1.28,16.39,29.78,59.91,487.52,0,2023-03-22T12:00:00Z
22/03/23,Otoño,01:00 p. m.,24.5,62,926.43,2.5,1.17,19.85,28.16,54.13,464.02,2,2023-03-22T13:00:00Z
22/03/23,Otoño,02:00 p. m.,25,58,926.06,3.61,1.26,17.11,36.37,72.16,453.04,5.5,2023-03-22T14:00:00Z
22/03/23,Otoño,03:00 p. m.,24.9,59,925.61,3.06,1.24,17.43,37.45,64.17,434.41,0,2023-03-22T15:00:00Z
22/03/23,Otoño,04:00 p. m.,27,51,924.6,3.06,1.24,24.53,34.4,72.01,425.26,9,2023-03-22T16:00:00Z
22/03/23,Otoño,05:00 p. m.,26.1,55,924.24,3.06,1.16,21.65,37.06,70.25,417.75,6.5,2023-03-22T17:00:00Z
22/03/23,Otoño,06:00 p. m.,26,55,924.15,2.5,1.21,17.17,33.75,60.07,407.07,15,2023-03-22T18:00:00Z
22/03/23,Otoño,07:00 p. m.,25.8,56,924.33,1.67,1.04,22.58,34.24,68.86,393.83,21.5,2023-03-22T19:00:00Z
22/03/23,Otoño,08:00 p. m.,24.4,62,924.97,1.94,1.15,31.67,36.37,84.93,383.36,30.5,2023-03-22T20:00:00Z
22/03/23,Otoño,09:00 p. m.,23.5,65,925.7,1.94,1.24,34.24,38,90.5,382.07,15,2023-03-22T21:00:00Z
22/03/23,Otoño,10:00 p. m.,22.3,71,926.98,3.06,1.24,24.17,33.05,70.11,376.17,14,2023-03-22T22:00:00Z
22/03/23,Otoño,11:00 p. m.,21.3,76,927.71,2.5,1.21,18.11,28.92,56.7,398.35,20,2023-03-22T23:00:00Z
23/03/23,Otoño,12:00 a. m.,20.3,80,927.62,1.67,1.15,32.25,33.72,83.17,415.24,21,2023-03-23T00:00:00Z
23/03/23,Otoño,01:00 a. m.,19.5,83,927.44,1.67,1.08,39.02,36.96,96.79,399.14,20,2023-03-23T01:00:00Z
23/03/23,Otoño,02:00 a. m.,19.5,86,927.16,0,0.99,45.76,36,106.16,387.02,9.5,2023-03-23T02:00:00Z
23/03/23,Otoño,03:00 a. m.,19.3,86,926.7,0,0.84,52.23,37.24,117.32,384.89,4.5,2023-03-23T03:00:00Z
23/03/23,Otoño,04:00 a. m.,19,86,925.7,2.5,0.82,52.99,36.54,117.79,372.58,12.5,2023-03-23T04:00:00Z
23/03/23,Otoño,05:00 a. m.,19.1,88,925.7,1.67,0.87,49.67,36.13,112.29,375,17.5,2023-03-23T05:00:00Z
23/03/23,Otoño,06:00 a. m.,18.8,89,925.52,0,0.91,53.99,37.01,119.78,369.18,5,2023-03-23T06:00:00Z
23/03/23,Otoño,07:00 a. m.,19.1,91,926.25,0,0.83,56.1,37.73,123.74,356.42,4,2023-03-23T07:00:00Z
23/03/23,Otoño,08:00 a. m.,19.7,86,926.89,0,0.91,76.92,42.98,160.94,343.47,17.5,2023-03-23T08:00:00Z
23/03/23,Otoño,09:00 a. m.,20,85,927.71,1.67,1.05,90.44,46.12,184.78,336.11,35,2023-03-23T09:00:00Z
23/03/23,Otoño,10:00 a. m.,20.6,83,928.17,2.5,1.16,61.55,43.06,137.45,337.52,12.5,2023-03-23T10:00:00Z
23/03/23,Otoño,11:00 a. m.,21.5,79,928.35,3.06,1.25,41.93,37.33,101.6,327.34,0,2023-03-23T11:00:00Z
23/03/23,Otoño,12:00 p. m.,21.8,75,928.72,3.06,1.25,46.36,38.83,109.91,317.44,0,2023-03-23T12:00:00Z
23/03/23,Otoño,01:00 p. m.,21.9,74,928.72,1.94,1.14,50.07,38.1,114.87,317.96,0.5,2023-03-23T13:00:00Z
23/03/23,Otoño,02:00 p. m.,20.4,91,928.9,3.06,1.23,56.72,41.54,128.5,298.06,12,2023-03-23T14:00:00Z
23/03/23,Otoño,03:00 p. m.,20.7,88,928.62,1.67,1.06,59.33,43.54,134.52,278.05,0,2023-03-23T15:00:00Z
23/03/23,Otoño,04:00 p. m.,24,65,928.44,1.67,1.03,56.28,44.47,130.76,252.89,0,2023-03-23T16:00:00Z
23/03/23,Otoño,05:00 p. m.,24.2,63,927.25,3.06,1.04,61.47,49.31,143.56,230.18,19,2023-03-23T17:00:00Z
23/03/23,Otoño,06:00 p. m.,23.8,67,927.34,1.67,1.02,32.79,49.21,99.49,233.75,22.5,2023-03-23T18:00:00Z
23/03/23,Otoño,07:00 p. m.,23.2,70,927.53,1.94,1.03,44.2,58.13,125.9,199.91,13,2023-03-23T19:00:00Z
23/03/23,Otoño,08:00 p. m.,22.6,73,928.35,1.94,0.82,71.4,51.6,161.07,63.54,29.5,2023-03-23T20:00:00Z
23/03/23,Otoño,09:00 p. m.,22.5,77,928.81,1.11,1.13,81.3,48.03,172.67,162.05,18.5,2023-03-23T21:00:00Z
23/03/23,Otoño,10:00 p. m.,21.7,81,929.45,1.67,1.12,85.98,46.4,178.23,208.67,16,2023-03-23T22:00:00Z
23/03/23,Otoño,11:00 p. m.,22,78,929.9,1.67,1.3,84.55,44.9,174.53,232.13,72.5,2023-03-23T23:00:00Z
24/03/23,Otoño,12:00 a. m.,20.7,83,930.09,3.61,1.1,79.14,42.96,164.31,242.15,38,2023-03-24T00:00:00Z
24/03/23,Otoño,01:00 a. m.,19.5,93,930.54,1.67,1.12,75.3,42.61,158.07,249.89,3,2023-03-24T01:00:00Z
24/03/23,Otoño,02:00 a. m.,19.4,95,930.09,1.11,1.16,75.01,41.47,156.5,268.71,9,2023-03-24T02:00:00Z
24/03/23,Otoño,03:00 a. m.,19.4,95,929.36,1.11,1.01,55.89,35.95,121.66,274.58,8.5,2023-03-24T03:00:00Z
24/03/23,Otoño,04:00 a. m.,19.5,95,928.53,0.56,0.98,42.95,36.71,102.57,277.33,3.5,2023-03-24T04:00:00Z
24/03/23,Otoño,05:00 a. m.,19.2,95,927.98,1.11,0.88,45.99,34.76,105.27,274.71,1,2023-03-24T05:00:00Z
24/03/23,Otoño,06:00 a. m.,19.4,90,927.25,1.67,0.89,50.61,36.25,113.86,273.36,7,2023-03-24T06:00:00Z
24/03/23,Otoño,07:00 a. m.,18.6,95,927.07,1.67,0.97,57.37,38.18,126.14,271.99,12,2023-03-24T07:00:00Z
24/03/23,Otoño,08:00 a. m.,18.4,95,927.8,1.11,0.94,84,43.75,172.54,268.98,4.5,2023-03-24T08:00:00Z
24/03/23,Otoño,09:00 a. m.,19,93,928.26,1.67,1.02,89.95,45.94,183.86,270.6,8,2023-03-24T09:00:00Z
24/03/23,Otoño,10:00 a. m.,20.5,84,928.17,1.67,1.14,66.94,43.18,145.81,258.5,0,2023-03-24T10:00:00Z
24/03/23,Otoño,11:00 a. m.,22,77,927.71,1.94,1.01,47.83,41.62,114.96,229.57,0,2023-03-24T11:00:00Z
24/03/23,Otoño,12:00 p. m.,23.5,67,927.16,1.94,0.86,49.26,43.08,118.62,199.45,2,2023-03-24T12:00:00Z
24/03/23,Otoño,01:00 p. m.,24.3,65,926.25,3.06,0.69,45.91,41.67,112.07,190.13,4,2023-03-24T13:00:00Z
24/03/23,Otoño,02:00 p. m.,25.4,60,924.79,4.17,0.79,45.23,43.42,112.78,170.05,10.5,2023-03-24T14:00:00Z
24/03/23,Otoño,03:00 p. m.,27.5,52,923.41,5.56,0.81,43.47,45.07,111.71,150.09,9,2023-03-24T15:00:00Z
24/03/23,Otoño,04:00 p. m.,28,48,921.95,6.11,0.7,42.33,46.67,111.58,142.77,6,2023-03-24T16:00:00Z
24/03/23,Otoño,05:00 p. m.,27.8,47,921.59,5.28,0.78,44.23,48.06,115.88,150.32,2,2023-03-24T17:00:00Z
24/03/23,Otoño,06:00 p. m.,28.1,44,921.49,4.17,0.76,44.97,45.73,114.67,152.94,17,2023-03-24T18:00:00Z
24/03/23,Otoño,07:00 p. m.,27,47,922.13,3.06,0.66,61.37,50.8,144.9,156.77,16.5,2023-03-24T19:00:00Z
24/03/23,Otoño,08:00 p. m.,26,56,923.05,1.67,1.04,87.6,51.4,185.73,154.74,7.5,2023-03-24T20:00:00Z
24/03/23,Otoño,09:00 p. m.,24.7,62,923.69,0,1.41,118.32,54.54,235.96,199.23,19.5,2023-03-24T21:00:00Z
24/03/23,Otoño,10:00 p. m.,24,64,924.42,1.67,1.81,104.84,54.12,214.87,228.01,57,2023-03-24T22:00:00Z
24/03/23,Otoño,11:00 p. m.,23.3,69,924.97,1.67,1.76,71.84,48.06,158.22,240.55,21,2023-03-24T23:00:00Z
25/03/23,Otoño,12:00 a. m.,20.8,80,925.43,1.67,1.64,63.91,46.18,144.16,238.79,20.5,2023-03-25T00:00:00Z
25/03/23,Otoño,01:00 a. m.,20.4,81,925.52,1.11,1.74,56.55,43.5,130.21,241.75,48,2023-03-25T01:00:00Z
25/03/23,Otoño,02:00 a. m.,19.6,85,926.25,1.67,1.85,47.36,39.84,112.46,239.06,45,2023-03-25T02:00:00Z
25/03/23,Otoño,03:00 a. m.,19.5,88,926.25,1.11,1.71,39.48,34.7,95.25,233.4,32,2023-03-25T03:00:00Z
25/03/23,Otoño,04:00 a. m.,19.7,86,926.16,1.94,1.31,38.78,34.11,93.57,228.19,21,2023-03-25T04:00:00Z
25/03/23,Otoño,05:00 a. m.,19.4,88,925.97,1.67,1.01,39.53,34.98,95.6,222.39,17,2023-03-25T05:00:00Z
25/03/23,Otoño,06:00 a. m.,19.8,86,925.61,1.67,0.9,45.02,36.35,105.39,215.13,9.5,2023-03-25T06:00:00Z
